code,name,industry,market_cap,roe,growth,turnover,ret_past,ret_future,roe_mean,roe_std,growth_mean,growth_std,turnover_mean,turnover_std,ret_past_mean,ret_past_std,roe_score,growth_score,turnover_score,ret_past_score,alpha
300596.SZ,利安隆,基础化工,6355800000.00,19.63,52.79,29.04,-5.94,-8.30,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.05,0.03,0.75,0.31,0.54
300599.SZ,雄塑科技,基础化工,3572000000.00,15.35,52.60,85.55,-3.13,-8.34,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.54,0.03,0.07,0.10,0.19
300610.SZ,晨化股份,基础化工,2013111520.00,11.98,9.27,113.00,-8.68,-5.14,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.13,-0.19,-0.26,0.51,0.05
300641.SZ,正丹股份,基础化工,2727072000.00,4.61,-44.17,43.29,-6.54,-5.39,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.75,-0.48,0.58,0.35,-0.07
300655.SZ,晶瑞股份,基础化工,2295617962.92,10.52,5.88,65.52,-12.32,11.53,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.04,-0.21,0.31,0.78,0.21
300684.SZ,中石科技,基础化工,4894503705.00,22.82,71.43,117.65,-19.57,-0.64,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.43,0.13,-0.31,1.32,0.64
300690.SZ,双一科技,基础化工,2584995200.00,9.52,-21.64,117.72,-10.34,1.93,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.16,-0.36,-0.31,0.63,-0.05
300699.SZ,光威复材,基础化工,21481905000.00,13.81,58.76,34.65,1.22,-13.04,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.35,0.07,0.69,-0.23,0.22
300727.SZ,润禾材料,基础化工,2352355200.00,13.36,37.30,158.34,-11.80,-1.67,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.30,-0.05,-0.80,0.74,0.05
300740.SZ,御家汇,基础化工,3998400000.00,13.48,-19.36,92.77,-18.29,-3.67,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.31,-0.35,-0.01,1.23,0.30
300758.SZ,七彩化学,基础化工,3930091200.00,22.79,1.93,357.81,-21.18,5.93,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.43,-0.23,-3.00,1.44,-0.09
300767.SZ,震安科技,基础化工,3236000000.00,22.75,74.99,349.28,46.40,1.68,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.42,0.15,-3.00,-3.00,-1.11
300769.SZ,德方纳米,基础化工,4092468722.48,21.89,5.81,202.63,59.14,-5.88,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.32,-0.21,-1.34,-3.00,-0.81
600063.SH,皖维高新,基础化工,6374711430.52,2.76,52.65,32.61,-3.22,-14.49,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.97,0.03,0.71,0.10,-0.03
600075.SH,新疆天业,基础化工,5767057547.36,10.81,-13.79,88.97,-2.63,-11.64,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.01,-0.32,0.03,0.06,-0.06
600078.SH,澄星股份,基础化工,2762928830.37,1.08,-47.05,76.63,0.24,-1.44,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-1.17,-0.49,0.18,-0.16,-0.41
600096.SH,云天化,基础化工,9950894317.86,3.06,-3.01,40.69,2.80,-8.61,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.93,-0.26,0.61,-0.35,-0.23
600135.SH,乐凯胶片,基础化工,2972744127.95,0.87,-65.21,140.19,-7.00,0.00,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-1.19,-0.59,-0.59,0.38,-0.49
600141.SH,兴发集团,基础化工,8260774206.08,5.90,32.69,103.17,3.56,-7.48,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.59,-0.07,-0.14,-0.40,-0.30
600143.SH,金发科技,基础化工,14127280887.20,6.19,13.32,18.47,-5.63,-7.12,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.56,-0.17,0.88,0.28,0.11
600160.SH,巨化股份,基础化工,22126038790.18,18.39,138.03,41.57,-6.50,-9.20,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.90,0.48,0.60,0.35,0.58
600226.SH,瀚叶股份,基础化工,14218039874.97,3.32,-48.11,116.98,8.11,-27.15,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.90,-0.50,-0.31,-0.74,-0.61
600227.SH,圣济堂,基础化工,5858244335.46,4.19,439.98,42.16,-13.28,-11.27,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.80,2.07,0.60,0.85,0.68
600230.SH,沧州大化,基础化工,7413543036.00,31.30,-25.95,119.30,-8.95,-17.77,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,2.44,-0.38,-0.33,0.53,0.57
600249.SH,两面针,基础化工,2662000000.00,1.19,104.80,44.52,-9.02,-5.99,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-1.16,0.31,0.57,0.54,0.06
600273.SH,嘉化能源,基础化工,18410587477.55,16.92,13.64,87.86,-1.46,-10.56,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.72,-0.17,0.05,-0.03,0.14
600277.SH,亿利洁能,基础化工,24650461341.00,5.29,52.74,30.71,24.14,-43.33,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.66,0.03,0.73,-1.94,-0.46
600309.SH,万华化学,基础化工,142010739893.98,34.75,-3.60,59.80,-0.66,-11.49,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,2.86,-0.26,0.38,-0.09,0.72
600315.SH,上海家化,基础化工,20271703522.20,9.66,38.63,21.76,-4.40,-6.56,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.14,-0.04,0.84,0.19,0.21
600328.SH,兰太实业,基础化工,3828391578.02,11.60,10.54,59.70,-0.57,-2.29,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.09,-0.19,0.38,-0.09,0.05
600352.SH,浙江龙盛,基础化工,66075170076.60,22.28,54.21,214.25,18.08,-18.41,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.37,0.04,-1.48,-1.49,-0.39
600367.SH,红星发展,基础化工,2426086300.00,9.51,27.70,44.29,-8.14,1.23,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.16,-0.10,0.57,0.47,0.20
600389.SH,江山股份,基础化工,6061770000.00,23.15,57.48,53.15,11.84,-2.99,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.47,0.06,0.46,-1.02,0.24
600409.SH,三友化工,基础化工,13624706356.80,15.06,-15.52,61.34,-5.85,-11.52,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.50,-0.33,0.36,0.30,0.21
600426.SH,华鲁恒升,基础化工,25066826747.50,28.28,147.10,54.27,0.78,-7.14,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,2.08,0.53,0.45,-0.20,0.72
600486.SH,扬农化工,基础化工,17425615540.61,21.01,55.14,36.15,1.61,-11.08,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.21,0.05,0.67,-0.26,0.42
600500.SH,中化国际,基础化工,16455800100.90,8.26,54.23,24.86,-0.50,-10.00,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.31,0.04,0.80,-0.10,0.11
600589.SH,广东榕泰,基础化工,3590006679.79,4.91,14.66,68.97,-11.63,-1.77,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.71,-0.17,0.27,0.73,0.03
600596.SH,新安股份,基础化工,8859228644.15,24.32,138.33,139.32,-10.87,-10.84,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.61,0.48,-0.57,0.67,0.55
600618.SH,氯碱化工,基础化工,8907664342.05,30.82,6.34,33.76,4.87,-11.02,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,2.39,-0.21,0.70,-0.50,0.59
600636.SH,三爱富,基础化工,6047056054.05,19.43,250.34,45.54,-14.64,-17.15,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.02,1.07,0.55,0.95,0.90
600691.SH,阳煤化工,基础化工,6890347660.80,2.64,28.80,91.62,-6.45,-11.03,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.98,-0.09,-0.00,0.34,-0.18
600722.SH,金牛化工,基础化工,4204375597.68,6.17,78.63,88.78,-7.62,-5.99,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.56,0.17,0.03,0.43,0.02
600727.SH,鲁北化工,基础化工,2509554240.05,7.78,19.92,98.67,5.93,-6.43,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.37,-0.14,-0.09,-0.58,-0.29
600731.SH,湖南海利,基础化工,2504320020.90,5.48,21.73,87.38,22.40,-3.26,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.64,-0.13,0.05,-1.81,-0.63
600746.SH,江苏索普,基础化工,2249133457.68,0.74,-95.22,47.39,-3.42,-14.71,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-1.21,-0.74,0.53,0.12,-0.33
600803.SH,新奥股份,基础化工,14149885062.33,19.30,103.00,49.42,-2.62,-8.78,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.01,0.30,0.51,0.06,0.47
600810.SH,神马股份,基础化工,6758038400.00,22.76,636.91,113.92,11.21,-18.91,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.42,3.00,-0.27,-0.97,0.80
600844.SH,丹化科技,基础化工,3679285594.43,0.10,-97.53,47.82,-2.00,-0.25,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-1.29,-0.76,0.53,0.01,-0.38
600889.SH,南京化纤,基础化工,2022229975.20,0.47,102.17,37.98,-4.66,-7.61,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-1.24,0.29,0.65,0.21,-0.02
600985.SH,淮北矿业,基础化工,28154462565.60,37.83,17.69,41.98,10.02,-11.38,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,3.00,-0.15,0.60,-0.88,0.64
601163.SH,三角轮胎,基础化工,11016000000.00,5.56,-0.20,37.72,3.15,-6.68,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.63,-0.24,0.65,-0.37,-0.15
601208.SH,东材科技,基础化工,3057812880.00,1.38,-68.83,49.36,-6.15,-4.51,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-1.13,-0.61,0.51,0.32,-0.23
601216.SH,君正集团,基础化工,30630003125.70,14.21,6.08,20.11,-8.79,-10.47,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.40,-0.21,0.86,0.52,0.39
601500.SH,通用股份,基础化工,6411332161.50,5.63,0.46,55.41,-7.89,-1.90,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.62,-0.24,0.44,0.45,0.01
601678.SH,滨化股份,基础化工,10687248000.00,11.85,-14.70,128.70,2.86,-5.64,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.12,-0.32,-0.45,-0.35,-0.25
601966.SH,玲珑轮胎,基础化工,20616124795.52,12.63,12.76,34.89,-3.43,-2.68,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.21,-0.18,0.68,0.12,0.21
603002.SH,宏昌电子,基础化工,2555952672.00,4.53,-36.26,85.76,-1.42,-0.96,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.76,-0.43,0.07,-0.03,-0.29
603010.SH,万盛股份,基础化工,4223790055.69,9.62,13.66,58.62,5.77,-1.47,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.15,-0.17,0.40,-0.57,-0.12
603026.SH,石大胜华,基础化工,6726949200.00,12.89,-0.95,116.91,15.24,6.48,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.24,-0.25,-0.30,-1.27,-0.40
603033.SH,三维股份,基础化工,5668700765.31,7.08,40.65,28.81,1.24,-4.91,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.45,-0.03,0.76,-0.23,0.01
603067.SH,振华股份,基础化工,2765840000.00,12.41,46.34,89.31,-12.13,-2.03,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.19,0.00,0.03,0.77,0.25
603077.SH,和邦生物,基础化工,16779375433.20,3.31,-40.97,25.67,-3.55,-2.11,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.90,-0.46,0.79,0.13,-0.11
603078.SH,江化微,基础化工,2246160000.00,5.26,-26.12,48.05,-16.72,42.77,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.67,-0.38,0.52,1.11,0.15
603086.SH,先达股份,基础化工,3870720000.00,20.28,128.00,98.32,2.55,-11.52,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.13,0.43,-0.08,-0.33,0.29
603133.SH,碳元科技,基础化工,3377462600.00,5.91,2.03,115.08,-21.95,-8.79,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.59,-0.23,-0.28,1.50,0.10
603181.SH,皇马科技,基础化工,4128000000.00,14.51,33.34,57.79,-11.03,-7.35,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.44,-0.07,0.41,0.69,0.37
603192.SH,汇得科技,基础化工,3076266676.28,14.07,4.13,203.22,-16.65,-1.42,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.38,-0.22,-1.34,1.10,-0.02
603227.SH,雪峰科技,基础化工,2891693000.00,4.45,57.69,37.86,-7.58,-12.30,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.76,0.06,0.65,0.43,0.09
603266.SH,天龙股份,基础化工,3457800812.00,8.12,-13.41,531.94,18.13,-19.50,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.33,-0.31,-3.00,-1.49,-1.28
603299.SH,苏盐井神,基础化工,4871589763.12,6.66,-18.09,24.72,-3.83,7.64,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.50,-0.34,0.81,0.15,0.03
603332.SH,苏州龙杰,基础化工,3710865600.00,21.66,14.07,175.15,-14.19,0.06,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.29,-0.17,-1.01,0.92,0.26
603360.SH,百傲化学,基础化工,5068253400.00,19.53,45.24,269.09,-7.34,-7.73,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.04,-0.01,-2.14,0.41,-0.17
603378.SH,亚士创能,基础化工,3110956000.00,4.52,-48.36,180.96,4.17,-11.15,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.76,-0.50,-1.08,-0.45,-0.69
603379.SH,三美股份,基础化工,21022281695.55,52.33,16.01,224.27,3.23,-13.30,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,3.00,-0.16,-1.60,-0.38,0.22
603519.SH,立霸股份,基础化工,3719712154.16,12.73,9.55,42.53,52.78,8.38,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.22,-0.19,0.59,-3.00,-0.59
603585.SH,苏利股份,基础化工,4320000000.00,19.05,38.02,77.48,-6.72,2.50,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.98,-0.04,0.17,0.36,0.37
603599.SH,广信股份,基础化工,7834490216.10,10.70,39.09,21.99,6.17,-14.06,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.02,-0.04,0.84,-0.60,0.05
603601.SH,再升科技,基础化工,4919665550.80,12.59,35.21,17.94,2.02,5.02,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.21,-0.06,0.89,-0.29,0.19
603605.SH,珀莱雅,基础化工,12655620555.00,18.22,42.75,84.15,-9.40,0.33,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.88,-0.02,0.09,0.56,0.38
603615.SH,茶花股份,基础化工,2380800000.00,5.09,-26.96,143.70,-4.25,-5.08,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.69,-0.39,-0.63,0.18,-0.38
603630.SH,拉芳家化,基础化工,3371326400.00,7.30,-7.11,76.23,-15.70,-2.29,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.42,-0.28,0.19,1.03,0.13
603639.SH,海利尔,基础化工,4802486031.00,20.58,28.48,152.86,-15.88,-4.59,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.16,-0.09,-0.74,1.05,0.34
603650.SH,彤程新材,基础化工,12135801125.00,23.93,27.56,229.54,-18.85,15.35,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,1.56,-0.10,-1.66,1.27,0.27
603663.SH,三祥新材,基础化工,2566245087.60,14.87,35.67,52.84,-4.49,27.42,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.48,-0.06,0.47,0.20,0.27
603681.SH,永冠新材,基础化工,4447995826.80,15.81,61.12,758.06,39.35,3.41,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.59,0.08,-3.00,-3.00,-1.33
603722.SH,阿科力,基础化工,2035716000.00,6.43,-33.17,149.50,-16.05,5.10,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.53,-0.42,-0.70,1.06,-0.15
603737.SH,三棵树,基础化工,8801152570.65,18.13,26.43,50.78,12.62,-16.65,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.87,-0.10,0.49,-1.08,0.04
603790.SH,雅运股份,基础化工,3721216000.00,15.65,14.25,337.01,-2.77,-3.34,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.57,-0.17,-2.96,0.07,-0.62
603810.SH,丰山集团,基础化工,3143200000.00,16.77,29.70,187.31,-5.35,1.68,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.71,-0.09,-1.15,0.26,-0.07
603823.SH,百合花,基础化工,4781250000.00,14.10,39.94,309.28,6.95,-14.65,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.39,-0.03,-2.62,-0.66,-0.73
603906.SH,龙蟠科技,基础化工,3480676800.00,6.72,7.74,251.28,37.69,7.30,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.49,-0.20,-1.92,-2.95,-1.39
603916.SH,苏博特,基础化工,4044532800.00,13.56,99.74,80.94,-5.31,0.17,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.32,0.28,0.13,0.26,0.25
603928.SH,兴业股份,基础化工,2820384000.00,12.30,7.87,108.78,-11.06,-3.86,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.17,-0.20,-0.21,0.69,0.11
603938.SH,三孚股份,基础化工,3031863654.00,11.10,-20.80,154.54,-14.99,-0.44,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.03,-0.35,-0.76,0.98,-0.03
603968.SH,醋化股份,基础化工,3476160000.00,14.46,24.93,52.32,10.25,-10.53,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.43,-0.11,0.47,-0.90,-0.03
603970.SH,中农立华,基础化工,2675201337.60,14.01,28.38,79.88,-3.24,14.29,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.38,-0.09,0.14,0.10,0.13
603977.SH,国泰集团,基础化工,2973378248.00,5.06,12.66,27.23,-14.89,13.18,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,-0.69,-0.18,0.78,0.97,0.22
603980.SH,吉华集团,基础化工,8190000000.00,16.91,72.69,131.89,2.63,-12.76,10.85,8.37,46.29,189.98,91.61,83.04,-1.84,13.41,0.72,0.14,-0.49,-0.33,0.01
000156.SZ,华数传媒,传媒,16297211125.74,6.12,0.47,23.45,-6.73,3.78,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.46,-0.13,0.82,0.16,0.10
000606.SZ,顺利办,传媒,5927286992.22,3.37,43.12,70.65,-2.27,-19.25,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.85,0.54,0.09,-0.14,-0.09
000607.SZ,华媒控股,传媒,5505748398.10,5.70,-25.40,86.89,0.74,-14.23,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.52,-0.54,-0.16,-0.35,-0.39
000665.SZ,湖北广电,传媒,5838304341.36,2.99,-37.25,40.79,-9.60,-3.85,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.90,-0.72,0.55,0.36,-0.18
000676.SZ,智度股份,传媒,10047000738.75,13.07,35.09,96.59,-7.08,-10.76,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,0.52,0.41,-0.30,0.18,0.20
000681.SZ,视觉中国,传媒,15391686268.92,11.76,7.26,138.03,-16.65,-17.21,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,0.33,-0.02,-0.94,0.84,0.05
000719.SZ,中原传媒,传媒,8328878516.86,9.86,5.82,13.11,-6.87,-8.24,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,0.07,-0.05,0.98,0.17,0.29
000802.SZ,北京文化,传媒,8218534927.40,6.60,1.22,54.93,-9.03,-9.58,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.39,-0.12,0.33,0.32,0.03
000892.SZ,欢瑞世纪,传媒,4846043536.62,9.89,-23.33,38.02,-6.62,-20.24,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,0.07,-0.50,0.59,0.15,0.08
000917.SZ,电广传媒,传媒,11170343943.44,0.87,215.07,70.37,-12.83,-3.55,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-1.20,3.00,0.10,0.58,0.62
002027.SZ,分众传媒,传媒,89535069708.00,47.39,-3.03,36.57,-2.71,-8.85,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,3.00,-0.18,0.62,-0.11,0.83
002095.SZ,生意宝,传媒,6939691200.00,4.15,82.32,74.51,-6.44,-12.05,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.74,1.15,0.03,0.14,0.15
002174.SZ,游族网络,传媒,17867088926.03,23.58,52.28,39.79,-15.50,-11.34,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,2.00,0.68,0.57,0.76,1.00
002181.SZ,粤传媒,传媒,6002670759.58,1.38,-26.50,37.26,-18.20,-3.48,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-1.13,-0.55,0.61,0.94,-0.03
002238.SZ,天威视讯,传媒,5512964076.00,7.17,-19.43,26.15,-6.88,25.42,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.31,-0.44,0.78,0.17,0.05
002315.SZ,焦点科技,传媒,3722400000.00,3.08,-24.16,114.71,5.60,3.60,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.89,-0.52,-0.58,-0.68,-0.67
002400.SZ,省广集团,传媒,6258580289.52,3.64,349.13,65.35,-10.03,-12.26,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.81,3.00,0.17,0.38,0.69
002425.SZ,凯撒文化,传媒,5696211024.00,7.35,11.58,65.68,-15.25,-19.57,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.29,0.04,0.17,0.74,0.17
002464.SZ,众应互联,传媒,3812360253.17,7.06,-47.76,144.75,1.65,-1.45,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.33,-0.89,-1.04,-0.41,-0.67
002517.SZ,恺英网络,传媒,8158041832.86,3.62,-82.41,72.34,-21.69,-15.83,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.81,-1.43,0.07,1.18,-0.25
002530.SZ,金财互联,传媒,9280909914.48,7.17,32.19,137.90,4.69,-17.85,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.31,0.37,-0.94,-0.62,-0.38
002555.SZ,三七互娱,传媒,29068225061.04,15.53,-37.30,33.06,-1.58,-8.11,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,0.86,-0.72,0.67,-0.19,0.16
002558.SZ,巨人网络,传媒,38807363296.44,12.27,-15.29,82.84,-13.14,-4.12,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,0.40,-0.38,-0.09,0.60,0.13
002599.SZ,盛通股份,传媒,3420740620.84,8.00,35.57,43.70,-7.71,-11.20,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.20,0.42,0.51,0.23,0.24
002602.SZ,世纪华通,传媒,45644484570.20,10.18,22.55,14.21,0.10,-10.79,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,0.11,0.22,0.96,-0.31,0.24
002619.SZ,艾格拉斯,传媒,7342686999.38,10.93,61.77,51.69,-9.55,-13.82,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,0.22,0.83,0.38,0.35,0.45
002624.SZ,完美世界,传媒,37156239295.92,20.80,20.51,50.41,-11.47,-9.48,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,1.61,0.18,0.40,0.48,0.67
002712.SZ,思美传媒,传媒,4545003456.16,0.96,-83.82,86.49,-13.01,-8.57,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-1.19,-1.45,-0.15,0.59,-0.55
002739.SZ,万达电影,传媒,39139251483.42,10.68,-14.72,41.16,3.25,-14.90,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,0.18,-0.37,0.55,-0.52,-0.04
002858.SZ,力盛赛车,传媒,2072911200.00,9.23,-3.85,93.05,-2.61,14.56,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.02,-0.20,-0.25,-0.12,-0.15
002878.SZ,元隆雅图,传媒,3840468774.50,16.64,35.46,74.59,-1.96,-10.43,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,1.02,0.42,0.03,-0.17,0.33
002889.SZ,东方嘉盛,传媒,3529872525.24,9.89,14.68,204.96,-3.80,-5.20,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,0.07,0.09,-1.97,-0.04,-0.46
002905.SZ,金逸影视,传媒,5607168000.00,8.26,-25.61,175.76,14.43,61.31,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.16,-0.54,-1.52,-1.28,-0.88
300031.SZ,宝通科技,传媒,5550782725.14,11.94,22.14,40.67,-6.92,-13.08,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,0.36,0.21,0.55,0.17,0.32
300052.SZ,中青宝,传媒,2835029106.00,4.84,-22.68,84.94,-5.97,-2.33,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.64,-0.49,-0.13,0.11,-0.29
300058.SZ,蓝色光标,传媒,11540450397.52,6.22,66.28,83.54,-11.68,-13.64,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.45,0.90,-0.10,0.50,0.21
300059.SZ,东方财富,传媒,88953887071.50,6.31,50.94,108.90,-15.43,-7.29,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.43,0.66,-0.49,0.75,0.12
300079.SZ,数码科技,传媒,8988539464.74,2.34,86.98,183.37,-18.04,-5.74,9.40,7.10,8.77,63.82,76.75,65.14,-4.39,14.66,-0.99,1.23,-1.64,0.93,-0.12
